s.no,timestamp,ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps)
1102,2026-03-08_08:43:47.951,-0.96685,0.056791,-0.177266,-34.002499,1.93375,-9.31
1103,2026-03-08_08:43:48.053,-1.009916,-0.025376,-0.181841,-33.696251,3.96375,-8.05875
1104,2026-03-08_08:43:48.154,-1.04188,-0.023851,-0.302621,-32.856251,2.17875,-5.50375
1105,2026-03-08_08:43:48.256,-0.986797,-0.041358,-0.281637,-32.99625,0.98875,-3.36875
1106,2026-03-08_08:43:48.358,-1.003206,0.013298,-0.141703,-32.646252,0.42,-1.81125
1107,2026-03-08_08:43:48.460,-0.990152,0.080886,-0.205387,-33.599998,-1.1375,-2.2225
1108,2026-03-08_08:43:48.561,-0.973682,0.149755,-0.113216,-28.875,0.385,-1.1375
1109,2026-03-08_08:43:48.671,-1.043344,0.203191,-0.243024,-30.178751,-4.165,-1.40875
1110,2026-03-08_08:43:48.773,-0.954711,0.249429,-0.080459,-27.37875,3.185,-0.5775
1111,2026-03-08_08:43:48.874,-1.059753,0.296094,-0.286029,-28.3325,3.2025,0.02625
1112,2026-03-08_08:43:48.976,-0.856562,0.223199,-0.377895,-29.295,2.0125,-1.1025
1113,2026-03-08_08:43:49.077,-0.928725,0.223748,-0.146278,-25.620001,-1.79375,-2.4325
1114,2026-03-08_08:43:49.180,-1.014247,0.27572,-0.303963,-24.33375,-3.94625,-4.095
1115,2026-03-08_08:43:49.282,-1.110993,0.277672,-0.228201,-21.341249,-1.75,-2.2925
1116,2026-03-08_08:43:49.383,-0.956175,0.203984,0.000061,-15.05,-5.1275,-3.21125
1117,2026-03-08_08:43:49.485,-1.029619,0.195078,0.044652,-9.31,-5.6,0.30625
1118,2026-03-08_08:43:49.587,-1.027362,0.259006,0.111325,-6.58,-2.70375,2.42375
1119,2026-03-08_08:43:49.688,-1.070367,0.197945,0.082716,0.2625,-1.9075,1.19875
1120,2026-03-08_08:43:49.790,-1.086776,0.215208,0.094062,1.0675,-2.52,-2.1875
1121,2026-03-08_08:43:49.892,-0.999119,0.192821,0.190808,1.4175,-2.6425,-3.1675
1122,2026-03-08_08:43:49.993,-0.970754,0.194346,0.198921,4.83875,-0.41125,-2.52
1123,2026-03-08_08:43:50.094,-1.065975,0.26047,-0.011468,3.28125,-0.0875,-0.02625
1124,2026-03-08_08:43:50.196,-1.07543,0.238693,-0.072041,1.93375,-1.4875,-0.14
1125,2026-03-08_08:43:50.298,-0.974475,0.209108,0.030195,3.92,-2.8,-0.1925
1126,2026-03-08_08:43:50.399,-1.078358,0.207888,0.007991,1.085,-2.345,-1.35625
1127,2026-03-08_08:43:50.501,-1.054568,0.191296,0.102114,1.8375,-1.68875,-1.505
1128,2026-03-08_08:43:50.603,-0.955443,0.239974,0.044164,0.62125,-1.84625,-1.435
1129,2026-03-08_08:43:50.705,-1.027484,0.186111,0.133712,2.6775,-0.79625,-0.86625
1130,2026-03-08_08:43:50.806,-1.11386,0.22448,0.049105,3.745,-0.5775,-0.63
1131,2026-03-08_08:43:50.908,-1.027789,0.17751,0.108824,5.0575,-1.19,-0.7875
1132,2026-03-08_08:43:51.010,-1.031449,0.191723,0.135115,2.8525,-1.89875,-1.18125
1133,2026-03-08_08:43:51.112,-0.983381,0.244122,-0.048007,1.23375,-2.49375,-0.00875
1134,2026-03-08_08:43:51.214,-1.018578,0.201178,0.029097,2.38875,-2.3975,-0.84
1135,2026-03-08_08:43:51.316,-1.050054,0.242597,-0.025254,0.14,-1.95125,-2.0825
1136,2026-03-08_08:43:51.418,-1.071892,0.200385,0.056364,1.295,-2.59875,-2.205
1137,2026-03-08_08:43:51.521,-0.945683,0.251259,0.022082,3.255,-1.91625,-0.88375
1138,2026-03-08_08:43:51.623,-1.032608,0.234057,-0.022143,-0.06125,-1.995,-0.83125
1139,2026-03-08_08:43:51.724,-0.976915,0.208315,0.039955,1.19875,-2.03875,-1.715
1140,2026-03-08_08:43:51.825,-0.945134,0.229848,-0.04514,1.65375,-2.17875,-1.6975
1141,2026-03-08_08:43:51.927,-1.043405,0.193614,0.046665,2.17,-1.00625,1.47
1142,2026-03-08_08:43:52.029,-1.102087,0.223138,0.028121,1.07625,-0.77875,0.25375
1143,2026-03-08_08:43:52.131,-1.019127,0.291458,-0.034099,1.39125,-1.12,-1.0325
1144,2026-03-08_08:43:52.232,-1.08519,0.226249,0.002989,0.805,-1.04125,-0.11375
1145,2026-03-08_08:43:52.334,-1.017053,0.231678,-0.002928,1.82875,-4.48,0.16625
1146,2026-03-08_08:43:52.435,-0.974963,0.208498,0.048678,1.77625,-0.9275,-1.04125
1147,2026-03-08_08:43:52.538,-0.963556,0.190808,0.002501,1.26875,-1.3125,-1.81125
1148,2026-03-08_08:43:52.640,-0.953979,0.217831,0.046299,-2.56375,-0.20125,-0.98
1149,2026-03-08_08:43:52.741,-0.952088,0.162016,0.069357,2.44125,2.02125,0.55125
1150,2026-03-08_08:43:52.842,-1.086166,0.243939,0.012749,-2.17,-1.30375,-1.855
1151,2026-03-08_08:43:52.944,-0.984845,0.230519,-0.079239,0.83125,-1.02375,-0.56875
1152,2026-03-08_08:43:53.046,-0.941596,0.150487,0.119926,1.5925,-2.84375,-1.32125
1153,2026-03-08_08:43:53.148,-0.959408,0.247477,-0.026047,0.315,-3.49125,0.0175
1154,2026-03-08_08:43:53.250,-1.02785,0.187636,-0.067161,-0.035,-3.36,-0.91
1155,2026-03-08_08:43:53.352,-1.001376,0.04697,0.149145,1.54875,-2.54625,-6.4575
1156,2026-03-08_08:43:53.454,-1.007903,-0.012932,-0.000732,-0.07,-1.58375,-2.98375
1157,2026-03-08_08:43:53.556,-1.110505,-0.00488,-0.073749,-0.41125,-4.03375,0.14875
1158,2026-03-08_08:43:53.658,-1.072014,-0.040382,0.196054,4.6725,-1.8025,0.83125
1159,2026-03-08_08:43:53.760,-0.966179,-0.003233,0.081496,0.98,-1.74125,-1.56625
1160,2026-03-08_08:43:53.862,-0.945256,0.017019,-0.028914,-1.09375,0.18375,-1.61
1161,2026-03-08_08:43:53.964,-0.989481,-0.04819,0.19276,2.14375,-0.46375,-1.4875
1162,2026-03-08_08:43:54.067,-1.070428,-0.101382,-0.053497,0.6125,-2.7475,-0.97125
1163,2026-03-08_08:43:54.169,-1.080188,-0.156221,-0.040016,1.74125,-2.73,-1.79375
1164,2026-03-08_08:43:54.271,-0.969351,-0.235155,0.219234,5.8625,-3.96375,-3.54375
1165,2026-03-08_08:43:54.372,-0.86376,-0.204838,-0.074481,-2.21375,-2.8175,-4.85625
1166,2026-03-08_08:43:54.474,-0.960933,-0.209901,0.035441,4.8125,-1.015,-1.925
1167,2026-03-08_08:43:54.577,-1.151131,-0.257908,0.101016,1.18125,-0.60375,0.55125
1168,2026-03-08_08:43:54.680,-1.166686,-0.242292,0.064233,4.83875,0.13125,1.26875
1169,2026-03-08_08:43:54.782,-0.967887,-0.170922,-0.015128,1.4525,-1.72375,-0.105
1170,2026-03-08_08:43:54.884,-1.079456,-0.227896,0.033489,2.03875,-2.02125,-0.4025
1171,2026-03-08_08:43:54.985,-0.94367,-0.184708,-0.079544,1.72375,0.81375,-2.7125
1172,2026-03-08_08:43:55.086,-0.988993,-0.260653,0.132248,2.52,0.21875,-2.96625
1173,2026-03-08_08:43:55.188,-1.037427,-0.173667,-0.053253,3.36875,-0.53375,0.2275
1174,2026-03-08_08:43:55.289,-1.039684,-0.207766,0.07015,2.07375,-1.89,-0.13125
1175,2026-03-08_08:43:55.391,-1.035902,-0.188002,-0.014945,2.38,-3.115,-3.03625
1176,2026-03-08_08:43:55.493,-0.976427,-0.150304,-0.014823,3.43,-3.08,-2.40625
1177,2026-03-08_08:43:55.595,-1.035902,-0.21899,0.045811,2.61625,-2.8,-0.0875
1178,2026-03-08_08:43:55.696,-0.958493,-0.168543,0.029829,2.31875,-1.68,0.11375
1179,2026-03-08_08:43:55.798,-1.079212,-0.239852,0.027328,2.205,-2.23125,-1.26875
1180,2026-03-08_08:43:55.900,-1.065304,-0.24156,0.036539,4.92625,-0.65625,-0.62125
1181,2026-03-08_08:43:56.002,-1.061156,-0.176473,-0.132065,1.505,-1.8725,1.09375
1182,2026-03-08_08:43:56.103,-0.967155,-0.20557,-0.034587,-0.79625,-4.24375,1.05875
1183,2026-03-08_08:43:56.204,-0.938241,-0.207095,0.091378,1.07625,-2.02125,-0.58625
1184,2026-03-08_08:43:56.306,-1.017419,-0.161528,-0.021411,1.65375,-1.33875,-1.63625
1185,2026-03-08_08:43:56.408,-1.027972,-0.164578,-0.075091,-0.8925,-0.48125,-1.3125
1186,2026-03-08_08:43:56.510,-0.978867,-0.160979,-0.144936,-0.95375,0.6825,-0.07875
1187,2026-03-08_08:43:56.612,-1.041331,-0.179523,-0.205875,-2.65125,0.30625,0.0175
1188,2026-03-08_08:43:56.714,-0.950563,-0.151158,-0.077226,-2.415,-2.275,-0.72625
1189,2026-03-08_08:43:56.815,-1.046211,-0.16592,-0.143716,-0.67375,-1.82875,-1.96875
1190,2026-03-08_08:43:56.917,-0.979111,-0.202764,-0.081252,-1.4875,-4.20875,-1.1725
1191,2026-03-08_08:43:57.019,-1.04981,-0.224602,0.008967,-0.25375,-2.485,0.0525
1192,2026-03-08_08:43:57.121,-1.004853,-0.289201,0.041358,-1.51375,-2.07375,-0.175
1193,2026-03-08_08:43:57.222,-1.000461,-0.048434,-0.214293,-3.50875,-3.26375,-1.2775
1194,2026-03-08_08:43:57.324,-1.161379,-0.30683,-0.083204,-4.13,-0.6825,-1.96875
1195,2026-03-08_08:43:57.425,-1.019066,-0.229848,-0.182451,-3.42125,0.1225,-0.95375
1196,2026-03-08_08:43:57.527,-1.050176,-0.199226,-0.20862,-2.1,-2.73875,1.04125
1197,2026-03-08_08:43:57.629,-1.100013,-0.228994,-0.238144,-2.45,-2.485,0.035
1198,2026-03-08_08:43:57.731,-0.933178,-0.165249,-0.171715,-5.50375,-0.175,-0.83125
1199,2026-03-08_08:43:57.832,-0.994849,-0.120231,-0.21289,-7.6475,-3.0275,-2.68625
1200,2026-03-08_08:43:57.934,-0.994117,-0.137921,-0.219478,-5.0225,-3.31625,-1.82875
1201,2026-03-08_08:43:58.036,-0.974963,-0.115839,-0.360693,-14.315001,-1.72375,-2.21375
1202,2026-03-08_08:43:58.137,-0.965081,-0.097417,-0.33184,-9.24,0.035,0.34125
1203,2026-03-08_08:43:58.240,-1.049322,-0.10614,-0.330986,-17.17625,-1.05875,0.525
1204,2026-03-08_08:43:58.341,-1.02846,-0.050386,-0.427854,-17.928751,0.93625,0.7
1205,2026-03-08_08:43:58.443,-0.996923,-0.085522,-0.327082,-18.838751,-2.205,-0.72625
1206,2026-03-08_08:43:58.545,-1.036451,-0.185196,-0.298961,-12.88,-1.1725,-1.60125
1207,2026-03-08_08:43:58.647,-1.059936,-0.180133,-0.328424,-17.342501,-1.7675,-0.79625
1208,2026-03-08_08:43:58.749,-0.96197,-0.139324,-0.257237,-16.205,-4.90875,0.5425
1209,2026-03-08_08:43:58.851,-1.033035,-0.125416,-0.19398,-18.57625,-1.1375,0.42875
1210,2026-03-08_08:43:58.953,-0.935252,-0.15006,-0.237046,-16.51125,-4.80375,-1.82875
1211,2026-03-08_08:43:59.054,-1.070367,-0.089792,-0.362523,-17.80625,-11.4975,-4.73375
1212,2026-03-08_08:43:59.156,-0.778421,-0.134444,-0.130723,-16.94875,-18.602501,-9.765
1213,2026-03-08_08:43:59.258,-1.051152,-0.195871,-0.021838,-9.6775,-10.17625,-5.29375
1214,2026-03-08_08:43:59.360,-0.967521,-0.17934,-0.174399,-13.08125,-7.5425,-2.02125
1215,2026-03-08_08:43:59.464,-0.704062,-0.143106,0.034831,-9.17875,5.4075,2.1175
1216,2026-03-08_08:43:59.566,-1.081835,-0.05246,-0.19703,1.8725,6.55375,2.3625
1217,2026-03-08_08:43:59.667,-1.103978,-0.336842,0.159759,4.025,4.4625,0.7525
1218,2026-03-08_08:43:59.769,-1.061339,-0.066856,-0.467199,-18.10375,6.50125,1.96875
1219,2026-03-08_08:43:59.871,-1.074881,-0.179157,0.319579,3.6575,1.37375,9.835
1220,2026-03-08_08:43:59.972,-0.975329,-0.178242,-0.196908,-8.4875,-5.495,6.81625
1221,2026-03-08_08:44:00.074,-0.958493,-0.19032,0.036722,6.69375,-4.83,-0.14
1222,2026-03-08_08:44:00.175,-0.907619,-0.089426,0.202703,-9.54625,-3.535,-6.8075
1223,2026-03-08_08:44:00.277,-0.79178,-0.089365,0.234423,8.085,-1.32125,-3.03625
1224,2026-03-08_08:44:00.379,-0.963861,-0.046604,0.102175,15.05875,-3.78875,-3.47375
1225,2026-03-08_08:44:00.481,-0.96014,-0.181963,0.545828,19.713751,-7.14,-4.9175
1226,2026-03-08_08:44:00.583,-0.99552,-0.135603,0.346785,19.18,-4.1825,-3.92
1227,2026-03-08_08:44:00.685,-0.938912,-0.074359,0.149145,18.64625,1.2425,-1.26875
1228,2026-03-08_08:44:00.787,-0.899018,-0.177571,0.406199,22.522501,-3.66625,-1.16375
1229,2026-03-08_08:44:00.888,-1.191696,-0.17873,0.491538,25.331249,1.11125,-1.4175
1230,2026-03-08_08:44:00.990,-1.021445,-0.037393,0.302072,28.192501,1.0675,-2.61625
1231,2026-03-08_08:44:01.093,-1.123315,-0.07686,0.170495,23.344999,0.18375,-2.84375
1232,2026-03-08_08:44:01.194,-1.07299,-0.117425,0.142008,30.2225,-3.5175,1.61875
1233,2026-03-08_08:44:01.296,-1.039379,-0.027511,0.134993,18.48,-2.0475,0.86625
1234,2026-03-08_08:44:01.398,-0.979599,-0.128832,0.355508,20.860001,0.9625,2.17
1235,2026-03-08_08:44:01.500,-0.960506,-0.022265,0.252357,20.282499,7.46375,-0.5075
1236,2026-03-08_08:44:01.602,-1.040294,-0.00976,0.195322,21.043751,0.04375,-5.25
1237,2026-03-08_08:44:01.704,-1.013088,0.047153,-0.002501,19.215,-1.0675,-4.99625
1238,2026-03-08_08:44:01.806,-1.086776,-0.092171,0.209779,17.80625,-3.05375,-3.465
1239,2026-03-08_08:44:01.908,-1.09129,-0.073505,-0.136213,9.1175,-1.5925,-2.45
1240,2026-03-08_08:44:02.010,-0.871568,-0.162809,-0.00122,8.4875,-0.175,2.8875
1241,2026-03-08_08:44:02.112,-0.942267,-0.107177,-0.009821,5.9675,-2.28375,2.28375
1242,2026-03-08_08:44:02.213,-0.972401,-0.079666,-0.111508,9.2225,-1.7325,0.6125
1243,2026-03-08_08:44:02.315,-1.06567,-0.133224,0.114436,3.22875,-5.9675,-1.2425
1244,2026-03-08_08:44:02.417,-1.087386,-0.147498,-0.081557,0.1925,-4.34,-3.4825
1245,2026-03-08_08:44:02.519,-0.898774,-0.235582,0.120048,8.2425,-0.7875,-4.80375
1246,2026-03-08_08:44:02.621,-1.016504,-0.257786,-0.050569,0.5425,1.085,-1.16375
1247,2026-03-08_08:44:02.722,-0.945256,-0.25193,-0.248209,-3.38625,0.02625,-1.33
1248,2026-03-08_08:44:02.823,-1.007354,-0.266448,-0.033794,2.9225,-4.76875,-1.8025
1249,2026-03-08_08:44:02.924,-0.978013,-0.274378,0.15921,0,-4.13,-2.66
1250,2026-03-08_08:44:03.025,-1.03639,-0.290238,-0.063928,2.2925,-0.46375,-1.07625
1251,2026-03-08_08:44:03.128,-0.992958,-0.268705,-0.011773,-0.77875,-1.085,-0.6125
1252,2026-03-08_08:44:03.229,-0.962275,-0.255407,-0.082594,-2.10875,0.95375,-0.77875
1253,2026-03-08_08:44:03.332,-0.99369,-0.278892,-0.037454,2.35375,-1.75875,-1.365
1254,2026-03-08_08:44:03.434,-1.059021,-0.251381,0.058072,5.4775,-3.29,-1.68
1255,2026-03-08_08:44:03.536,-1.001742,-0.207095,0.123464,2.63375,-3.12375,0.72625
1256,2026-03-08_08:44:03.637,-1.016565,-0.081313,0.084058,0.83125,-2.79125,1.5925
1257,2026-03-08_08:44:03.739,-1.016931,-0.03416,0.045262,0.48125,-1.2075,1.3475
1258,2026-03-08_08:44:03.841,-0.967277,-0.053436,0.107299,1.28625,-0.7,-0.14875
1259,2026-03-08_08:44:03.943,-1.008879,-0.023546,-0.035441,-0.14875,-2.065,-1.8375
1260,2026-03-08_08:44:04.044,-1.082384,-0.036661,-0.023546,1.14625,-2.10875,-1.02375
1261,2026-03-08_08:44:04.146,-1.323822,-0.154391,-0.085339,-2.6775,-4.13,2.30125
1262,2026-03-08_08:44:04.248,-0.972889,0.059353,-0.077104,-2.59875,-1.2425,7.28875
1263,2026-03-08_08:44:04.350,-0.529663,0.035807,-0.005002,0.30625,-0.56,0.53375
1264,2026-03-08_08:44:04.451,-0.780007,-0.119011,0.092781,0.5775,-1.56625,-10.15875
1265,2026-03-08_08:44:04.552,-1.154547,-0.008052,0.059231,0.525,-0.7525,-9.87
1266,2026-03-08_08:44:04.654,-1.303387,-0.020191,0.050264,0.4025,-1.33,-4.585
1267,2026-03-08_08:44:04.755,-1.224514,-0.025193,0.020069,1.4,-1.2425,1.51375
1268,2026-03-08_08:44:04.857,-0.989603,-0.009333,0.025681,2.51125,-0.455,3.31625
1269,2026-03-08_08:44:04.960,-0.892857,0.029097,0.000183,0.525,-1.25125,0.7
1270,2026-03-08_08:44:05.061,-0.943487,0.040809,-0.129808,0.5425,-1.32125,-1.3825
1271,2026-03-08_08:44:05.163,-1.048224,-0.004941,-0.003111,2.3975,-2.94,-1.81125
1272,2026-03-08_08:44:05.264,-1.053836,0.020008,0.040626,0.42875,-2.1875,-2.31
1273,2026-03-08_08:44:05.366,-1.133807,0.027938,0.074359,-0.42875,-1.39125,-6.71125
1274,2026-03-08_08:44:05.468,-1.045662,-0.025132,0.086071,3.9725,-0.6475,-11.17375
1275,2026-03-08_08:44:05.569,-0.865651,-0.031232,-0.11529,0.35875,-3.10625,3.38625
1276,2026-03-08_08:44:05.671,-0.812825,0.151707,0.134139,4.01625,-4.87375,15.0325
1277,2026-03-08_08:44:05.773,-1.066829,0.193126,0.065575,2.94,-3.33375,9.00375
1278,2026-03-08_08:44:05.874,-1.069391,0.280844,0.012871,0.245,0.525,-2.79125
1279,2026-03-08_08:44:05.977,-1.067622,0.284016,0.003538,-1.9425,1.5575,-5.88875
1280,2026-03-08_08:44:06.080,-0.995337,0.239791,0.076921,2.7125,2.05625,-0.0175
1281,2026-03-08_08:44:06.182,-1.085983,0.323544,0.011041,1.61875,-3.59625,1.49625
1282,2026-03-08_08:44:06.283,-0.953613,0.313357,-0.012871,1.225,-3.36,-1.05
1283,2026-03-08_08:44:06.385,-1.031327,0.278709,0.12139,0.77,-1.93375,-2.1
1284,2026-03-08_08:44:06.486,-0.97417,0.313174,-0.106872,-1.82,0.70875,-0.56875
1285,2026-03-08_08:44:06.588,-0.972584,0.286212,-0.02318,1.60125,2.30125,-0.455
1286,2026-03-08_08:44:06.690,-0.953308,0.288469,-0.093025,0.0525,1.65375,-1.5575
1287,2026-03-08_08:44:06.792,-0.92354,0.21167,0.006527,1.4525,-3.82375,-1.9775
1288,2026-03-08_08:44:06.893,-1.016565,0.167262,0.232349,4.34875,-4.2875,-0.7
1289,2026-03-08_08:44:06.994,-0.975512,0.305,0.211731,-0.805,-3.325,-1.23375
1290,2026-03-08_08:44:07.097,-1.235616,0.221064,0.007259,7.74375,2.7825,2.12625
1291,2026-03-08_08:44:07.199,-0.953186,0.362218,-0.219356,3.73625,-0.525,2.58125
1292,2026-03-08_08:44:07.300,-0.98027,0.204716,-0.214964,0.53375,-3.94625,-1.26
1293,2026-03-08_08:44:07.402,-1.044076,0.16836,0.099003,3.8675,-6.11625,-1.54875
1294,2026-03-08_08:44:07.504,-0.948794,0.182146,0.156282,-4.76875,-2.66875,-5.145
1295,2026-03-08_08:44:07.606,-1.055666,0.175436,0.180499,3.21125,3.35125,-2.63375
1296,2026-03-08_08:44:07.707,-1.089643,0.157258,0.047336,6.20375,0.98875,-0.77875
1297,2026-03-08_08:44:07.809,-1.266055,0.310734,-0.20862,-2.275,-1.8375,-0.42875
1298,2026-03-08_08:44:07.911,-0.86925,0.081252,0.346907,7.58625,-5.94125,1.40875
1299,2026-03-08_08:44:08.012,-0.90097,0.310185,0.314943,3.92,-2.415,-0.04375
1300,2026-03-08_08:44:08.114,-1.031632,0.300364,0.178181,3.9725,1.35625,-1.5575
1301,2026-03-08_08:44:08.215,-0.997228,0.163358,0.143533,-0.53375,-3.6925,-3.33375
1302,2026-03-08_08:44:08.317,-0.899689,-0.003172,0.305,5.985,0.6475,-0.81375
1303,2026-03-08_08:44:08.419,-0.815509,0.29036,-0.047214,-7.13125,0.5075,-0.07875
1304,2026-03-08_08:44:08.521,-0.981734,0.279807,0.107909,-7.7175,1.365,-1.33875
1305,2026-03-08_08:44:08.624,-1.16876,-0.076067,0.174704,8.61875,-1.33,0.53375
1306,2026-03-08_08:44:08.725,-1.09495,0.099735,0.144204,3.36,-5.59125,-1.05875
1307,2026-03-08_08:44:08.827,-1.108126,0.197762,0.266509,-1.39125,-3.33375,-1.6975
1308,2026-03-08_08:44:08.930,-1.005829,0.199775,-0.174704,3.73625,-2.7825,-0.5775
1309,2026-03-08_08:44:09.032,-1.153998,0.363011,-0.033489,5.25,-2.73,1.4175
1310,2026-03-08_08:44:09.133,-1.006622,0.252845,0.032574,2.2575,0.11375,-0.91875
1311,2026-03-08_08:44:09.234,-0.991982,0.266814,0.000915,4.6375,-3.71,-3.465
1312,2026-03-08_08:44:09.336,-0.722606,0.354898,-0.344833,0.91,-0.9275,-4.90875
1313,2026-03-08_08:44:09.438,-1.088301,0.276757,-0.185074,0.805,-0.0175,-2.45
1314,2026-03-08_08:44:09.540,-0.975024,0.270352,-0.163297,-1.225,-1.61875,-1.91625
1315,2026-03-08_08:44:09.642,-1.254648,0.089304,0.06039,-1.14625,-2.45,1.14625
1316,2026-03-08_08:44:09.743,-1.009001,0.165798,-0.101687,1.56625,-0.4375,-2.5375
1317,2026-03-08_08:44:09.844,-0.90768,0.26779,0.0122,-11.38375,-2.205,-2.03
1318,2026-03-08_08:44:09.947,-0.980331,0.081557,0.049959,6.60625,0.6475,-2.00375
1319,2026-03-08_08:44:10.048,-1.17974,0.042639,-0.044652,-4.3225,1.4,-2.03875
1320,2026-03-08_08:44:10.150,-1.191208,0.038064,0.160125,0.32375,-0.6825,3.36
1321,2026-03-08_08:44:10.252,-1.064084,0.122732,-0.082106,-0.60375,-0.65625,-0.385
1322,2026-03-08_08:44:10.353,-0.895358,0.02135,-0.007076,2.3975,-3.59625,-3.89375
1323,2026-03-08_08:44:10.455,-1.004487,0.102663,0.150792,-2.73,-2.79125,-2.65125
1324,2026-03-08_08:44:10.556,-1.0614,-0.018666,0.079971,4.57625,-1.6625,-0.91
1325,2026-03-08_08:44:10.658,-0.879681,-0.014518,-0.088511,-0.51625,-2.1525,-3.15875
1326,2026-03-08_08:44:10.760,-1.088545,-0.264191,0.073932,8.925,-0.385,-2.86125
1327,2026-03-08_08:44:10.862,-1.037793,-0.337391,-0.126331,12.1975,-1.5225,-2.03875
1328,2026-03-08_08:44:10.964,-0.890295,-0.048373,-0.275049,-8.925,-0.7525,-0.79625
1329,2026-03-08_08:44:11.065,-1.253611,-0.260775,0.220271,2.12625,-0.525,1.75
1330,2026-03-08_08:44:11.166,-1.431914,-0.164456,-0.212097,8.47875,-1.05875,7.91875
1331,2026-03-08_08:44:11.269,-1.260321,0.036661,0.082838,-4.38375,-1.77625,8.09375
1332,2026-03-08_08:44:11.371,-1.047248,-0.155245,0.057645,3.24625,-1.1375,0.7525
1333,2026-03-08_08:44:11.473,-0.913231,-0.091988,-0.308904,-7.21,-7.0875,-6.3875
1334,2026-03-08_08:44:11.574,-1.024068,-0.177876,-0.014091,1.2425,-1.5925,-2.38
1335,2026-03-08_08:44:11.676,-0.813862,-0.24095,-0.233508,5.85375,-3.24625,-2.45
1336,2026-03-08_08:44:11.777,-0.975573,-0.357338,0.155733,4.235,-5.11,-1.2425
1337,2026-03-08_08:44:11.879,-1.059021,-0.32086,-0.361486,-12.145,-4.2525,-3.185
1338,2026-03-08_08:44:11.982,-1.169492,-0.455975,0.253699,3.22875,-4.4975,-0.62125
1339,2026-03-08_08:44:12.089,-1.213412,-0.391864,-0.172996,-7.79625,-3.00125,2.7825
1340,2026-03-08_08:44:12.191,-0.760609,-0.543205,-0.08784,14.67375,-3.38625,1.84625
1341,2026-03-08_08:44:12.293,-0.688019,-0.355569,0.168787,4.55875,-4.06875,-3.12375
1342,2026-03-08_08:44:12.394,-0.831674,-0.547902,-0.0122,11.47125,0.70875,-10.115
1343,2026-03-08_08:44:12.496,-0.816485,-0.3416,-0.252601,-3.45625,-0.06125,-11.585
1344,2026-03-08_08:44:12.598,-1.181448,-0.585661,-0.108763,13.67625,-1.7325,-8.49625
1345,2026-03-08_08:44:12.700,-0.999851,-0.511729,-0.503738,-2.38875,-1.4875,-1.3475
1346,2026-03-08_08:44:12.802,-1.031327,-0.619089,-0.221064,-2.80875,-0.63875,3.33375
1347,2026-03-08_08:44:12.904,-0.879559,-0.740418,0.202825,4.7425,-2.0825,2.26625
1348,2026-03-08_08:44:13.006,-0.875472,-0.648064,0.037454,2.6775,-3.045,-2.7825
1349,2026-03-08_08:44:13.107,-0.944219,-0.583892,-0.017446,0.56875,-3.17625,-2.87875
1350,2026-03-08_08:44:13.208,-1.022482,-0.59658,-0.159332,-2.17875,-1.9075,-0.77875
1351,2026-03-08_08:44:13.310,-1.121058,-0.567849,0.05063,0.81375,-2.6075,-0.25375
1352,2026-03-08_08:44:13.412,-0.927139,-0.602741,-0.172752,3.03625,-1.19875,-1.54
1353,2026-03-08_08:44:13.514,-1.026996,-0.540521,-0.119255,-6.32625,-2.89625,-0.0175
1354,2026-03-08_08:44:13.615,-0.99369,-0.505629,0.083509,4.0425,-1.51375,1.28625
1355,2026-03-08_08:44:13.717,-0.988078,-0.464881,-0.002318,-0.42,-1.68,0.34125
1356,2026-03-08_08:44:13.818,-1.009794,-0.463661,0.007564,2.00375,-2.07375,0.2975
1357,2026-03-08_08:44:13.921,-0.992775,-0.368501,0.027572,1.70625,-2.16125,-0.00875
1358,2026-03-08_08:44:14.023,-0.99186,-0.343918,0.019947,0.74375,-1.54,-0.035
1359,2026-03-08_08:44:14.124,-1.06201,-0.199897,0.015494,1.30375,-1.75875,0.18375
1360,2026-03-08_08:44:14.226,-1.064267,0.012932,0.024156,0.665,-1.72375,2.8875
1361,2026-03-08_08:44:14.327,-0.996862,0.049593,0.012322,0.65625,-2.28375,2.72125
1362,2026-03-08_08:44:14.429,-0.976183,0.070943,0.042822,1.86375,-2.3275,0.735
1363,2026-03-08_08:44:14.532,-0.981673,0.052704,0.037027,0.21,-1.70625,-1.37375
1364,2026-03-08_08:44:14.635,-1.01504,0.013969,0.055449,1.6975,-1.37375,-1.68
1365,2026-03-08_08:44:14.736,-1.056398,0.055998,0.049471,0.9975,-1.49625,-0.81375
1366,2026-03-08_08:44:14.839,-1.020896,0.047702,0.016043,1.9775,-1.715,-0.49875
1367,2026-03-08_08:44:14.941,-1.010648,0.042029,0.037149,0.385,-1.715,-0.98875
1368,2026-03-08_08:44:15.044,-1.020042,0.042151,0.048556,1.81125,-2.0825,-0.595
1369,2026-03-08_08:44:15.146,-1.014796,0.048068,0.010309,0.5425,-2.07375,-0.84
1370,2026-03-08_08:44:15.248,-1.020408,0.051972,0.037027,0.84875,-2.2225,-0.69125
1371,2026-03-08_08:44:15.350,-1.023336,0.042517,0.022509,1.0325,-2.2225,-0.875
1372,2026-03-08_08:44:15.452,-1.069391,-0.006771,0.048373,1.12875,-2.31875,-0.385
1373,2026-03-08_08:44:15.554,-1.061583,-0.11102,0.038918,2.73,-1.7325,0.595
